1005010002,健康运动、户外|运动服饰|运动夹克,adidas 户外梭织羽绒茄克 W66317 黑色 2XL   ,首页 > 运动户外 > 运动服装 > 运动棉衣 > ADIDAS 阿迪达斯,徐家汇商城,$N
1008002012,服饰、鞋、包|男装|外套,Nike 耐克 男装 男子休闲夹克 男子休闲运动夹克 外套 546013-413 本仓 413 L,服饰内衣>运动>夹克>耐克（NIKE）>Nike 耐克 男装 男子休闲夹克 男子...,京东商城,边度阳光运动
NULL,NULL,Adidas阿迪达斯女子运动夹克外套Z08926 Z08926 S,服饰内衣>运动>夹克>阿迪达斯（Adidas）>Adidas阿迪达斯女子运动夹克外套Z0...,京东商城,型尚网运动专营店
1008002012,服饰、鞋、包|男装|外套,贵人鸟 新款时尚男装翻领潮流开衫运动夹克外套1121181 -3深咖啡,首页> 运动户外> 男运动装> 夹克> 贵人鸟 新款时尚男装翻领潮流开衫运动夹克外套1121181,凡客诚品,贵人鸟
1008002008,服饰、鞋、包|男装|夹克,Adidas 男装帅气个性亮黑色长袖运动夹克,首页 > 男士体用断码特惠专场 > Adidas 男装帅气个性亮黑色长袖运动夹克,唯品会,无
NULL,NULL,Adidas阿迪达斯男子运动夹克外套X21113 BS X21113 XL,服饰鞋帽>运动>夹克>阿迪达斯（Adidas）>Adidas阿迪达斯男子运动夹克外套X2...,京东商城,型尚网运动专营店
1008002012,服饰、鞋、包|男装|外套,阿迪达斯男装运动夹克外套正品2014春季队服 D87466 浅灰色 M,首页>运动户外>运动服>运动外套>阿迪达斯男装运动夹克外套正品2014...,苏宁,阿迪达斯
NULL,NULL,361度官方正品女款加绒运动夹克休闲运动服外套 6249302(蓝 M),运动户外>夹克>361度>361度官方正品女款加绒运动夹克休闲运动服外套 6249302(蓝 M),国美电器网上商城,361度官方旗舰店
1005003002,健康运动、户外|瑜伽|瑜伽服饰,佐纳 新款运动夹克 春季运动跑步服瑜伽服加厚休闲运动抓绒外套,所有分类>运动户外>运动服/包/配件>运动夹克>佐纳>佐纳 新款运动夹克 ...,1号店,佐纳
NULL,NULL,佐纳 新款运动夹克 春季运动跑步服健身服休闲运动外套,所有分类>运动户外>运动服/包/配件>运动夹克>佐纳>佐纳 新款运动夹克 ...,1号店,佐纳
1008002012,服饰、鞋、包|男装|外套,【XM】鸿星尔克erke男士运动夹克上衣 男保暖棉服外套 金黄 M,服饰内衣>男装>棉服>鸿星尔克（ERKE）>【XM】鸿星尔克erke男士运动夹克上衣...,京东商城,鸿星尔克官方服饰旗舰店
1008002012,服饰、鞋、包|男装|外套,阿迪达斯adidas 三叶草 2014新品春装 男装 男式运动夹克 外套 F77763 绿色F77763 M,服饰内衣>运动>夹克>阿迪达斯（Adidas）>阿迪达斯adidas 三叶草 2014新...,京东商城,联百运动专营店
NULL,NULL,NIKE耐克男子运动夹克外套467653-695 BS 467653-695 L,服饰鞋帽>运动>夹克>NIKE耐克男子运动夹克外套467653...,京东商城,互动网
1015007011,母婴童|服饰寝居、童装、童鞋|棉衣、羽绒服,海多多/Hidodo童装春冬季男童儿童上衣中大运动夹克秋冬夹克外套风衣冲锋衣棉衣棉服男 橙色 110,母婴>童装童鞋>羽绒服/棉服>海多多>海多多/Hidodo童装春冬季男童儿童上...,京东商城,海多多童装旗舰店
1008003093,服饰、鞋、包|内衣|保暖内衣,14新款女性运动夹克 三层加厚毛绒内里可脱卸帽舒适保暖防风 CH-026 梅红 M,服饰内衣>运动>棉服/羽绒服>依采奴（YICAINU） >14新款女性运动夹克 三层加厚毛绒内里可...,京东商城,华顺户外服饰
NULL,NULL,361度官方正品女款加绒运动夹克休闲运动服外套 6249302(白 M),运动户外>夹克>361度>361度官方正品女款加绒运动夹克休闲运动服外套 6249302(白 M),国美电器网上商城,361度官方旗舰店
1008003093,服饰、鞋、包|内衣|保暖内衣,鸿星尔克女款羽绒服冬季运动夹克保暖厚外套W 12212412464 海洋绿 L,服饰内衣>运动>棉服/羽绒服>鸿星尔克（ERKE）>鸿星尔克女款羽绒服冬季运动夹克保暖厚外套...,京东商城,跑跑运动专营店
1008002012,服饰、鞋、包|男装|外套,Lucassa 2014春装新款 彭于晏NEO同款 连帽休闲运动夹克外套11W95-19 如图,首页> 男装> 夹克> Lucassa 2014春装新款 彭于晏NEO同款 连帽休闲运动夹克外套11W95-19,凡客诚品,Lucassa
NULL,NULL,NIKE耐克男子运动夹克外套551603-025 551603-025 M,服饰内衣>运动>夹克>耐克（NIKE）>NIKE耐克男子运动夹克外套551603...,京东商城,NULL
1005010006,健康运动、户外|运动服饰|运动棉衣,Adidas阿迪达斯男子运动夹克外套G83206 G83206 L,服饰内衣>运动>夹克>阿迪达斯（Adidas）>Adidas阿迪达斯男子运动夹克外套G8...,京东商城,NULL
1005010006,健康运动、户外|运动服饰|运动棉衣,阿迪达斯Adidas女款2014春新款针织运动夹克外套F50822 红色F50822 XL,服饰内衣>运动>夹克>阿迪达斯（Adidas）>阿迪达斯Adidas女款2014春新款针...,京东商城,幸运叶子运动专营店
1008002012,服饰、鞋、包|男装|外套,Adidas阿迪达斯 男装2013年10月男子运动夹克外套Z68072 Z68071 Z68072 S,服饰内衣>运动>夹克>阿迪达斯（Adidas）>Adidas阿迪达斯 男装2013年10...,京东商城,百宏运动户外
1005010006,健康运动、户外|运动服饰|运动棉衣,Nike/耐克 男 2013秋 运动夹克外套 543178-060-011,所有分类>运动户外>运动服/包/配件>运动夹克>Nike/耐克>Nike/耐克 男 ...,1号店,Nike/耐克
1008002012,服饰、鞋、包|男装|外套,花花公子Playboy 秋季运动夹克 休闲时尚男装外套夹克男pb2519 黑色 L(170),服饰内衣>男装>夹克>花花公子（PLAYBOY）>花花公子Playboy 秋季运动夹克 休...,京东商城,起凡服饰专营店
1015007019,母婴童|服饰寝居、童装、童鞋|裙子、连衣裙、半身裙,Adidas阿迪达斯正品童装女童连帽运动夹克外套D89001 海湾粉 140,服饰内衣>运动>夹克>阿迪达斯（Adidas）>Adidas阿迪达斯正品童装女童连帽运动...,京东商城,乐动运动户外专营店
1008002008,服饰、鞋、包|男装|夹克,焕然衣新七匹狼swsport夹克 脱卸帽直筒运动夹克 男 黑 M,服饰内衣>男装>夹克>七匹狼（SEPTWOLVES）>焕然衣新七匹狼swsport夹克 脱卸帽...,京东商城,SWSPORT旗舰店
1008002008,服饰、鞋、包|男装|夹克,百事 男款灰拼蓝色连帽个性长袖运动夹克,首页 > 百事PEPSI男女运动服饰专场 > 男款灰拼蓝色连帽个性长袖运动夹克,唯品会,无
1005010006,健康运动、户外|运动服饰|运动棉衣,Nike耐克男子运动夹克外套546361-068 546361-068 XL,服饰内衣>运动>夹克>耐克（NIKE）>Nike耐克男子运动夹克外套546361...,京东商城,NULL
1005010006,健康运动、户外|运动服饰|运动棉衣,风驰运动耐克Nike男款2014春新款针织运动夹克外套596433-010-060 灰色596433-010 2XL,服饰内衣>运动>夹克>耐克（NIKE）>风驰运动耐克Nike男款2014春新款针...,京东商城,风驰运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,阿迪达斯Adidas专柜正品2013新款男运动夹克棉服G73025,首页 >运动户外 >运动服饰及配件 >运动服 >运动棉衣 >Adidas 阿迪达斯 >G73025,易迅网,Adidas/阿迪达斯
1008002008,服饰、鞋、包|男装|夹克,Adidas NEO 阿迪休闲 男装 运动夹克 运动休闲 G82952 颜色G82952 1XL,服饰内衣>运动>夹克>阿迪达斯（Adidas）>Adidas NEO 阿迪休闲 男装 运...,京东商城,酷买运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,Nike/耐克 专柜正品 2013女款运动夹克外套546391-208/338 546391-208 M,服饰内衣>运动>夹克>耐克（NIKE）>Nike/耐克 专柜正品 2013女款运...,京东商城,名冠运动
1008002012,服饰、鞋、包|男装|外套,正品NIKE耐克2014春新款男装运动夹克茄克外套597858-010 597858-010 M,服饰内衣>运动>夹克>耐克（NIKE）>正品NIKE耐克2014春新款男装运动夹...,京东商城,名冠运动
1005010006,健康运动、户外|运动服饰|运动棉衣,ADIDAS阿迪达斯2013新款男子运动夹克G68104 G68104 S,服饰内衣>运动>夹克>阿迪达斯（Adidas）>ADIDAS阿迪达斯2013新款男子运动...,京东商城,炫动运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,Nike耐克2014新款男子运动夹克外套555409-066 555409066 M,服饰内衣>运动>夹克>耐克（NIKE）>Nike耐克2014新款男子运动夹克外套...,京东商城,联合尚品运动户外专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,阿迪达斯Adidas2013冬男款运动夹克外套G68104 G68104 M,服饰内衣>运动>夹克>阿迪达斯（Adidas）>阿迪达斯Adidas2013冬男款运动夹...,京东商城,名冠运动
1015007013,母婴童|服饰寝居、童装、童鞋|外套、开衫、夹克,Nike耐克男子国际组织印花图案连帽开衫卫衣运动夹克外套 589170-050 S,服饰内衣>运动>卫衣>耐克（NIKE）>Nike耐克男子国际组织印花图案连帽开衫...,京东商城,木木三运动专营店
1005010007,健康运动、户外|运动服饰|运动羽绒服,CBA秋款男子运动夹克休闲外套 521232247 -146炭灰色 L,服饰内衣>运动>夹克>CBA>CBA秋款男子运动夹克休闲外套 5212...,京东商城,CBA旗舰店
1008002012,服饰、鞋、包|男装|外套,新款 Adidas NEO 阿迪休闲 男装外套 运动夹克 G82649 颜色G82649 M,服饰鞋帽>运动>夹克>阿迪达斯（Adidas）>新款 Adidas NEO 阿迪休闲 男...,京东商城,酷买运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,阿迪达斯三叶草女款运动夹克外套G84681 G89329 F78290 罂粟红F78290 34,服饰内衣>运动>夹克>阿迪达斯（Adidas）>阿迪达斯三叶草女款运动夹克外套G8468...,京东商城,幸运叶子运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,NIKE耐克男子运动夹克外套419173-010 HB 419173-010 XL,服饰鞋帽>运动>夹克>耐克（NIKE）>NIKE耐克男子运动夹克外套419173...,京东商城,型尚网运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,NIKE耐克女子运动夹克外套586215-507 586215-507 S,服饰内衣>运动>夹克>耐克（NIKE）>NIKE耐克女子运动夹克外套586215...,京东商城,极速运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,NIKE耐克2014新款女子运动夹克外套545654-506 545654-506 S,服饰内衣>运动>夹克>耐克（NIKE）>NIKE耐克2014新款女子运动夹克外套...,京东商城,极速运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,NIKE耐克2014新款男子运动夹克外套589199-010 589199-010 M,服饰内衣>运动>夹克>耐克（NIKE）>NIKE耐克2014新款男子运动夹克外套...,京东商城,极速运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,Nike耐克2013新款男子运动夹克外套545262-063 X 545262-063 XL,服饰鞋帽>运动>夹克>Nike耐克2013新款男子运动夹克外套...,京东商城,互动网
1005010006,健康运动、户外|运动服饰|运动棉衣,Nike耐克外套2014春装男子运动夹克585192-010-063-457-602 585192-457 M,服饰内衣>运动>夹克>耐克（NIKE）>Nike耐克外套2014春装男子运动夹克...,京东商城,炫动运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,阿迪达斯ADIDAS2014新款男子运动夹克 F48588 灰 M,服饰内衣>运动>夹克>阿迪达斯（Adidas）>阿迪达斯ADIDAS2014新款男子运动...,京东商城,NULL
1005010006,健康运动、户外|运动服饰|运动棉衣,NIKE耐克男子运动夹克外套545264-677 545264-677 L,服饰鞋帽>运动>夹克>耐克（NIKE）>NIKE耐克男子运动夹克外套545264...,京东商城,NULL
1005010006,健康运动、户外|运动服饰|运动棉衣,Adidas阿迪达斯2014新款男子运动夹克外套F48587 F48587 L,服饰内衣>运动>夹克>阿迪达斯（Adidas）>Adidas阿迪达斯2014新款男子运动...,京东商城,极速运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,Nike耐克2014新款男子运动夹克外套576600-002 576600-002 L,服饰内衣>运动>夹克>耐克（NIKE）>Nike耐克2014新款男子运动夹克外套...,京东商城,型尚网运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,Nike耐克男子运动夹克 544120-602 S,服饰鞋帽>运动>夹克>Nike耐克男子运动夹克 544120-...,京东商城,宝夏体育
1005010006,健康运动、户外|运动服饰|运动棉衣,Adidas阿迪达斯女子运动夹克 G86536 M,服饰内衣>运动>夹克>三叶草（Adidas）>Adidas阿迪达斯女子运动夹克 G86...,京东商城,宝夏体育
1008002012,服饰、鞋、包|男装|外套,ASLEERY雅圣利春季新款黄色色织条纹修身韩版时尚运动夹克外套Y33022，2XL,首页>男装>上装>夹克,银泰网,ASLEERY
1008002012,服饰、鞋、包|男装|外套,ASLEERY雅圣利春季新款咖啡色色织条纹修身韩版时尚运动夹克外套Y33022，3XL,首页>男装>上装>夹克,银泰网,ASLEERY
1005010006,健康运动、户外|运动服饰|运动棉衣,Adidas阿迪达斯2014新款男子运动夹克外套D87606 D87606 S,服饰内衣>运动>夹克>阿迪达斯（Adidas）>Adidas阿迪达斯2014新款男子运动...,京东商城,型尚网运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,ADIDAS(阿迪)女子运动夹克外套 W57823 紫色 M,服饰内衣>运动>夹克>阿迪达斯（Adidas）>ADIDAS(阿迪)女子运动夹克外套 W...,京东商城,信源欣源运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,Adidas阿迪达斯2014新款男子运动夹克外套D87629 D87629 M,服饰内衣>运动>夹克>阿迪达斯（Adidas）>Adidas阿迪达斯2014新款男子运动...,京东商城,型尚网运动专营店
1008001015,服饰、鞋、包|女装|风衣,361°运动夹克风衣外套女式6214301 蓝 XXL,服饰内衣>运动>夹克>361°>361°运动夹克风衣外套女式621430...,京东商城,正飞运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,NIKE耐克男子运动夹克外套588819-657 588819-657 S,服饰内衣>运动>夹克>耐克（NIKE）>NIKE耐克男子运动夹克外套588819...,京东商城,极速运动专营店
1008002012,服饰、鞋、包|男装|外套,阿迪达斯adidas 2013新品春款 男装 男式运动夹克 外套 --Z25809 灰色 XXL,服饰内衣>运动>夹克>阿迪达斯（Adidas）>阿迪达斯adidas 2013新品春款 ...,京东商城,联百运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,ADIDAS SC/阿迪达斯生活 女子 2013年春季 梭织运动夹克外套 Z20159） 红色 S,服饰内衣>运动>夹克>阿迪达斯（Adidas）>ADIDAS SC/阿迪达斯生活 女子 ...,京东商城,溜狗运动
1008002012,服饰、鞋、包|男装|外套,Adidas阿迪达斯 2014春三叶草针织运动夹克连帽运动衫外套男装 F81853 F81853 S,服饰内衣>运动>夹克>三叶草（Adidas）>Adidas阿迪达斯 2014春三叶草针...,京东商城,联合尚品运动户外专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,风驰运动阿迪达斯Adidas三叶草新款女运动夹克G77418 粉色G77418 34,服饰内衣>运动>夹克>阿迪达斯（Adidas）>风驰运动阿迪达斯Adidas三叶草新款女...,京东商城,风驰运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,阿迪达斯Adidas 2014新款女子训练系列针织夹克运动夹克外套女 D86040 D86040 XS,服饰内衣>运动>夹克>阿迪达斯（Adidas）>阿迪达斯Adidas 2014新款女子训...,京东商城,联合尚品运动户外专营店
1008001014,服饰、鞋、包|女装|短外套,新款 Adidas NEO 阿迪休闲 女装外套 运动夹克 G84195 颜色G84195 S,服饰鞋帽>运动>夹克>阿迪达斯（Adidas）>新款 Adidas NEO 阿迪休闲 女...,京东商城,酷买运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,Adidas阿迪达斯男子运动夹克 G78295 M,服饰内衣>运动>夹克>阿迪达斯（Adidas）>Adidas阿迪达斯男子运动夹克 G78...,京东商城,宝夏体育
1005010006,健康运动、户外|运动服饰|运动棉衣,Adidas阿迪达斯男子运动夹克外套D87769 D87769 S,服饰内衣>运动>夹克>阿迪达斯（Adidas）>Adidas阿迪达斯男子运动夹克外套D8...,京东商城,型尚网运动专营店
1015008008,母婴童|妈妈专区|孕妇上装、孕妇套装,力为/Leevy 新品户外运动夹克 防紫外线男款上衣 防风外套骑行服 LRMA-20103 彩蓝色 L,服饰内衣>运动>夹克>力为（Leevy）>力为/Leevy 新品户外运动夹克 防紫...,京东商城,力为运动官方旗舰店
1008001018,服饰、鞋、包|女装|棉服,361度女装棉夹克2013秋冬新款运动外套运动夹克561349210 黑 S,服饰内衣>运动>夹克>361°>361度女装棉夹克2013秋冬新款运动外...,京东商城,锐诚运动专营店
1008002008,服饰、鞋、包|男装|夹克,Nike 耐克 秋冬 运动生活男子运动夹克外套577429-010,服饰箱包 > 休闲运动服装 > 男士 > 风衣、夹克,亚马逊(卓越网),NULL
1008003092,服饰、鞋、包|内衣|睡衣、家居服,川崎羽毛球服 运动上衣加长裤 女款秋冬外套长袖运动夹克套装13202衣/13224裤 紫色 S,服饰鞋帽>运动>套装>川崎（KAWASAKI）>川崎羽毛球服 运动上衣加长裤 女款秋冬外...,京东商城,先行运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,Adidas阿迪达斯2014新款男子运动夹克外套D87703 D87703 XS,服饰内衣>运动>夹克>阿迪达斯（Adidas）>Adidas阿迪达斯2014新款男子运动...,京东商城,型尚网运动专营店
1008002008,服饰、鞋、包|男装|夹克,【麦图】外套新款 时尚户外运动外套 男士出游必备色彩拼接运动外套运动夹克 月牙蓝 XL,服饰内衣>运动>夹克>麦图（MICRO.MACRO）>【麦图】外套新款 时尚户外运动外套 男士...,京东商城,麦图旗舰店
1008002008,服饰、鞋、包|男装|夹克,贵人鸟 kbird 冬季保暖男士运动夹克 休闲加厚外套 1225025 -1黑色 S,服饰内衣>运动>夹克>贵人鸟（kbird）>贵人鸟 kbird 冬季保暖男士运动夹...,京东商城,贵人鸟官方旗舰店
1008002012,服饰、鞋、包|男装|外套,阿迪达斯Adidas 2013款春季男装运动夹克外套 Z24318 S,服饰内衣>运动>夹克>阿迪达斯（Adidas）>阿迪达斯Adidas 2013款春季男装...,京东商城,木木三运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,Nike耐克外套2013新款男子运动夹克576600-010-060 576600-060 M,服饰内衣>运动>夹克>耐克（NIKE）>Nike耐克外套2013新款男子运动夹克...,京东商城,炫动运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,NIKE 耐克 专柜正品 男子运动夹克 外套 480138-010-633 633 XXL,服饰内衣>运动>夹克>耐克（NIKE）>NIKE 耐克 专柜正品 男子运动夹克 ...,京东商城,边度阳光运动
1008003092,服饰、鞋、包|内衣|睡衣、家居服,川崎羽毛球服 运动上衣加长裤 女款秋冬外套长袖运动夹克套装13202衣/13224裤 蓝色 S,服饰鞋帽>运动>套装>川崎（KAWASAKI）>川崎羽毛球服 运动上衣加长裤 女款秋冬外...,京东商城,先行运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,佐纳/zoano 运动夹克外套女加厚运动外套专业紧身运动防风衣 FC12102 酒红 S,服饰内衣>运动>夹克>佐纳（ZOANO）>佐纳/zoano 运动夹克外套女加厚运...,京东商城,zoano佐纳旗舰店
1008001018,服饰、鞋、包|女装|棉服,贵人鸟kbird 秋冬男士运动夹克 加厚保暖外套 1223081 -1黑色 S,服饰内衣>运动>夹克>贵人鸟（kbird）>贵人鸟kbird 秋冬男士运动夹克 加厚...,京东商城,贵人鸟官方旗舰店
1008001014,服饰、鞋、包|女装|短外套,贵人鸟kbird 初秋新款女装 休闲舒适女运动夹克外套 1123150 -1黑色 S,服饰内衣>运动>夹克>贵人鸟（kbird）>贵人鸟kbird 初秋新款女装 休闲舒...,京东商城,贵人鸟官方旗舰店
1008002012,服饰、鞋、包|男装|外套,Nike 耐克 男装2013新款男子运动夹克外套544957-060 010 439 颜色544957-439 1XL,服饰内衣>运动>夹克>耐克（NIKE）>Nike 耐克 男装2013新款男子运动...,京东商城,酷买运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,耐克（nike）多色秋冬运动夹克 544120-602/402/060/309 绿544120-309 M,服饰内衣>运动>夹克>耐克（NIKE）>耐克（nike）多色秋冬运动夹克 544...,京东商城,显臣运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,adidas阿迪达斯2013新款男子运动夹克-G72432 G72429 绿色G72429 S,服饰鞋帽>运动>夹克>adidas阿迪达斯>adidas阿迪达斯2013新款男子运动...,京东商城,优天忆
1005010006,健康运动、户外|运动服饰|运动棉衣,Adidas阿迪达斯2014新款男子运动夹克外套D87686 D87687 XS,服饰内衣>运动>夹克>阿迪达斯（Adidas）>Adidas阿迪达斯2014新款男子运动...,京东商城,型尚网运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,阿迪达斯 ADIDAS 新款三条纹男子针织运动夹克外套 X21108 X21105 M,服饰内衣>运动>夹克>阿迪达斯（Adidas）>阿迪达斯 ADIDAS 新款三条纹男...,京东商城,智凯运动专营店
1008002012,服饰、鞋、包|男装|外套,新款 Nike 耐克 男装2014春装男子运动夹克外套585192-602 457 063 010 063 颜色585192-602 1XL,服饰内衣>运动>夹克>耐克（NIKE）>新款 Nike 耐克 男装2014春装男...,京东商城,酷买运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,阿迪达斯Adidas女NEO运动夹克外套Z50404 Z50406 绿黄Z50404 S,服饰内衣>运动>夹克>阿迪达斯（Adidas）>阿迪达斯Adidas女NEO运动夹克外套...,京东商城,幸运叶子运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,NIKE耐克男子运动夹克外套585192-010 585192-602 S,服饰内衣>运动>夹克>耐克（NIKE）>NIKE耐克男子运动夹克外套585192...,京东商城,型尚网运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,Adidas阿迪达斯童装 2014 男童连帽运动夹克休闲训练外套D89022 D89023 黑 140,服饰内衣>运动>夹克>阿迪达斯（Adidas）>Adidas阿迪达斯童装 2014 男童...,京东商城,乐动运动户外专营店
1008002012,服饰、鞋、包|男装|外套,极地传说 2014春秋装新款潮流 韩版男装拼色薄款修身运动夹克外套 连帽W16-406 藏蓝配红 L,服饰内衣>男装>夹克>极地传说>极地传说 2014春秋装新款潮流 韩版男...,京东商城,极地传说京东旗舰店
1005010006,健康运动、户外|运动服饰|运动棉衣,Adidas阿迪达斯2014新款男子运动夹克外套F50622 F50622 S,服饰内衣>运动>夹克>阿迪达斯（Adidas）>Adidas阿迪达斯2014新款男子运动...,京东商城,极速运动专营店
1005011011,健康运动、户外|户外服饰|内衣、内裤,幸运叶子阿迪达斯ADIDAS新款男子户外运动夹克Z19789 Z22092 红色Z19789 XL,服饰内衣>运动>夹克>阿迪达斯（Adidas）>幸运叶子阿迪达斯ADIDAS新款男子户外...,京东商城,幸运叶子运动专营店
1008002012,服饰、鞋、包|男装|外套,Adidas BMI 男装运动夹克TR10030MA 黑+银,首页> 运动户外> 男运动装> 外套> 运动外套> Adidas BMI 男装运动夹克TR10030MA,凡客诚品,adidas BMI
1008001014,服饰、鞋、包|女装|短外套,adidas 阿迪达斯 女装2013春新款运动夹克外套Z24300 灰色,首页> 运动户外> 女运动装> 夹克> adidas 阿迪达斯 女装2013春新款运动夹克外套Z24300,凡客诚品,adidas 阿迪达斯
1008002012,服饰、鞋、包|男装|外套,adidas 阿迪达斯 男装运动夹克外套X74488 / X4487 灰色,首页> 男装> 夹克> adidas 阿迪达斯 男装运动夹克外套X74488 / X4487,凡客诚品,adidas 阿迪达斯
1005010006,健康运动、户外|运动服饰|运动棉衣,幸运叶子耐克Nike2014春男款运动夹克外套584980-032-372-473-063 584980-372 L,运动户外>运动服饰>夹克/风衣>耐克（NIKE）>幸运叶子耐克Nike2014春男款运动夹...,京东商城,幸运叶子运动专营店
1005004005,健康运动、户外|体育娱乐、健身|网球,正品 李宁男子网球运动夹克外套 防水风衣 轻薄 外套AJDG103-2-3 深公主蓝-3 M,服饰内衣>运动>夹克>李宁（LI-NING）>正品 李宁男子网球运动夹克外套 防水风衣...,京东商城,金刚体育
1005010006,健康运动、户外|运动服饰|运动棉衣,阿迪达斯adidas2014新品 女式运动夹克 D86961 D86962 D86963 黑色D86963 S,运动户外>运动服饰>夹克/风衣>阿迪达斯（Adidas）>阿迪达斯adidas2014新品 女式运...,京东商城,海光运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,#阿迪达斯adidas2014新品春款 男式运动夹克 D88339 D88340 灰色D88339 S,运动户外>运动服饰>夹克/风衣>阿迪达斯（Adidas）>#阿迪达斯adidas2014新品春款 ...,京东商城,联百运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,NBA ADIDAS阿迪达斯外套 新款BASEBALL公牛队卫衣运动夹克ADS0532A 图片色-ADS0532A XL,运动户外>运动服饰>夹克/风衣>阿迪达斯（Adidas）>NBA ADIDAS阿迪达斯外套 新款B...,京东商城,NBA官方旗舰店
1008002012,服饰、鞋、包|男装|外套,ARMANI COLLEZIONI/阿玛尼 男款 SPORTJACKET 黑蓝四兜运动夹克 其他 M,首页 > 服饰 > 男装 > 男士外套 > ARMANI COLLEZIONI/阿玛尼 男款 SPORTJACKET 黑蓝四兜运动夹克 其他 M,寺库,NULL
1008002006,服饰、鞋、包|男装|卫衣、绒衫,【麦图】外套新款 欧美户外运动外套 潮男出游必备 时尚色彩拼接运动外套运动夹克 艳红 M,服饰内衣>运动>夹克>麦图（MICRO.MACRO）>【麦图】外套新款 欧美户外运动外套 潮男...,京东商城,麦图旗舰店
1005010006,健康运动、户外|运动服饰|运动棉衣,阿迪达斯Adidas2014年春季新款男子休闲运动夹克D87704 D87703 D87704 XS,服饰内衣>运动>夹克>阿迪达斯（Adidas）>阿迪达斯Adidas2014年春季新款男...,京东商城,恺琪运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,阿迪达斯Adidas2014年春季新款男子休闲运动夹克D87704 D87703 D87703 XS,服饰内衣>运动>夹克>阿迪达斯（Adidas）>阿迪达斯Adidas2014年春季新款男...,京东商城,恺琪运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,卡帕女子运动夹克 K0122JJ09-387 S,运动户外>运动服饰>夹克/风衣>卡帕（Kappa）>卡帕女子运动夹克 K0122JJ09-3...,京东商城,宝夏体育
1005010007,健康运动、户外|运动服饰|运动羽绒服,adidas 阿迪达斯 四折 训练 男 基础运动夹克 红 U35111 如图 M,运动户外>运动服饰>夹克/风衣>阿迪达斯（Adidas）>adidas 阿迪达斯 四折 训练 男 ...,京东商城,adidas官方旗舰店
1008001014,服饰、鞋、包|女装|短外套,新款 Adidas NEO 阿迪休闲 女装 运动夹克 运动休闲外套 G79962 颜色G79962 M,服饰内衣>运动>夹克>阿迪达斯（Adidas）>新款 Adidas NEO 阿迪休闲 女...,京东商城,酷买运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,NIKE耐克男子运动夹克外套551603-337 551603-337 L,服饰内衣>运动>夹克>耐克（NIKE）>NIKE耐克男子运动夹克外套551603...,京东商城,型尚网运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,Adidas阿迪达斯2014新款男子运动夹克外套G71123 G71123 XL,服饰内衣>运动>夹克>阿迪达斯（Adidas）>Adidas阿迪达斯2014新款男子运动...,京东商城,型尚网运动专营店
1005010006,健康运动、户外|运动服饰|运动棉衣,NIKE耐克2014新款男子运动夹克外套585192-423 585192-423 2XL,服饰内衣>运动>夹克>耐克（NIKE）>NIKE耐克2014新款男子运动夹克外套...,京东商城,型尚网运动专营店
